"YEAR","generation","consumption","prime_mover","fuel"
1991,17986,12,"ST","UR"
1991,20205,12,"HY","WAT"
1991,18391,12,"HY","WAT"
1991,11726,12,"HY","WAT"
1991,13755,12,"HY","WAT"
1991,15698,12,"HY","WAT"
1991,5268,12,"HY","WAT"
1991,18461,12,"HY","WAT"
1991,23366,12,"HY","WAT"
1991,20871,12,"HY","WAT"
1991,8140,12,"HY","WAT"
1991,13446,12,"HY","WAT"
1991,10540,12,"HY","WAT"
1991,7231,12,"HY","WAT"
1991,12193,12,"HY","WAT"
1991,7674,12,"HY","WAT"
1991,21237,12,"HY","WAT"
1991,14484,12,"HY","WAT"
1991,12537,7340,"HY","WAT"
1991,22267,12,"HY","WAT"
1991,6147,4239,"ST","FO2"
1991,8270,6947,"ST","BIT"
1991,9375,6344,"ST","NG"
1991,1943,599,"GT","FO2"
1991,5536,5286,"GT","NG"
1991,5614,1650,"ST","FO2"
1991,4516,3379,"ST","NG"
1991,9210,7144,"GT","FO2"
1991,12526,9830,"GT","NG"
1991,13733,6599,"ST","FO2"
1991,9209,18224,"ST","BIT"
1991,11604,12081,"GT","FO2"
1991,20198,10383,"ST","FO2"
1991,11975,11616,"ST","BIT"
1991,20296,10114,"ST","FO2"
1991,26731,10018,"ST","BIT"
1991,12167,6476,"ST","FO2"
1991,14852,6765,"ST","BIT"
1991,6372,10086,"GT","FO2"
1991,11611,8879,"ST","FO2"
1991,14237,4628,"ST","BIT"
1991,17303,10279,"ST","NG"
1991,12531,8723,"GT","FO2"
1991,14133,10990,"GT","NG"
1991,3153,3199,"ST","FO6"
1991,2011,12,"IC","FO2"
1991,11439,10081,"GT","FO2"
1991,17906,5511,"ST","FO2"
1991,15710,9598,"ST","BIT"
1991,2011,12,"ST","NG"
1991,3562,12,"IC","FO2"
1991,14790,14125,"GT","FO2"
1991,16883,13492,"ST","FO2"
1991,26016,12146,"ST","BIT"
1991,6162,12805,"GT","FO2"
1991,12770,12949,"ST","FO2"
1991,19695,11438,"ST","BIT"
1991,18676,12,"HY","WAT"
1991,2011,12,"ST","FO2"
1991,2011,12,"ST","FO6"
1991,7305,3568,"ST","NG"
1991,2011,12,"ST","FO2"
1991,7398,3512,"ST","FO6"
1991,17603,3889,"ST","BIT"
1991,11905,7628,"ST","NG"
1991,2184,1838,"GT","FO2"
1991,6334,4209,"GT","NG"
1991,2872,1610,"GT","FO2"
1991,12467,3989,"GT","NG"
1991,12722,12213,"ST","FO2"
1991,2011,12,"ST","FO6"
1991,13400,5654,"ST","BIT"
1991,27752,12,"HY","WAT"
1991,18792,12,"HY","WAT"
1991,18366,12,"HY","WAT"
1991,20472,12,"HY","WAT"
1991,19644,12,"HY","WAT"
1991,6680,12,"HY","WAT"
1991,17024,12,"HY","WAT"
1991,10017,4669,"HY","WAT"
1991,18074,12,"HY","WAT"
1991,8815,12,"HY","WAT"
1991,19532,12,"HY","WAT"
1991,7213,4653,"ST","BIT"
1991,10915,4272,"ST","NG"
1991,4518,4315,"GT","NG"
1991,21988,12,"ST","UR"
1991,24334,12,"ST","UR"
1991,5593,12,"ST","UR"
1991,3758,12,"ST","UR"
1991,13979,11430,"ST","FO6"
1991,13559,9226,"ST","NG"
1991,2011,12,"ST","FO6"
1991,22670,11381,"ST","NG"
1991,16816,13445,"ST","FO6"
1991,13924,12697,"GT","FO2"
1991,10694,5717,"ST","FO6"
1991,11910,4923,"ST","NG"
1991,16954,11675,"GT","FO2"
1991,17778,11067,"GT","NG"
1991,18933,14918,"ST","FO6"
1991,18129,10450,"ST","NG"
1991,13682,10940,"GT","FO2"
1991,15444,12076,"GT","NG"
1991,10266,8880,"ST","FO6"
1991,20726,11212,"ST","NG"
1991,14703,9459,"ST","FO6"
1991,18899,14153,"ST","NG"
1991,10525,10849,"ST","FO6"
1991,10768,7004,"ST","NG"
1991,2011,12,"IC","FO2"
1991,15825,11823,"CW","FO2"
1991,9835,7298,"CW","NG"
1991,2011,12,"CT","FO2"
1991,2011,12,"CT","FO6"
1991,2011,12,"CT","NG"
1991,17357,11271,"ST","FO6"
1991,12770,10683,"ST","FO6"
1991,11466,7701,"ST","NG"
1991,21217,12,"ST","UR"
1991,16754,11100,"GT","FO2"
1991,3935,1694,"GT","NG"
1991,14577,13951,"ST","FO2"
1991,8944,9748,"ST","FO6"
1991,3726,1371,"ST","NG"
1991,13223,11252,"GT","FO2"
1991,18229,9091,"GT","FO2"
1991,21833,16165,"ST","FO2"
1991,9218,14331,"ST","BIT"
1991,15255,3287,"ST","FO2"
1991,17261,11624,"ST","FO6"
1991,2011,12,"ST","NG"
1991,15765,10722,"GT","FO2"
1991,8375,7936,"ST","FO2"
1991,11833,14192,"ST","FO6"
1991,3796,1475,"ST","NG"
1991,15470,11386,"GT","FO2"
1991,13103,7717,"GT","NG"
1991,6989,5767,"GT","FO2"
1991,6311,6661,"GT","FO2"
1991,14521,14293,"ST","FO2"
1991,12085,10136,"ST","FO6"
1991,10865,7896,"ST","NG"
1991,13428,10958,"GT","FO2"
1991,2011,12,"ST","FO6"
1991,2011,12,"ST","FO2"
1991,2011,12,"ST","FO6"
1991,15472,14866,"ST","FO2"
1991,17639,12858,"ST","FO6"
1991,18060,11410,"GT","FO2"
1991,18751,10786,"GT","FO2"
1991,2011,12,"GT","FO6"
1991,17995,12,"HY","WAT"
1991,14028,13957,"ST","FO2"
1991,16758,7543,"ST","BIT"
1991,9008,10079,"ST","NG"
1991,14833,10894,"ST","FO2"
1991,10989,8373,"ST","BIT"
1991,16093,11352,"ST","FO2"
1991,9760,19553,"ST","BIT"
1991,14476,10979,"GT","FO2"
1991,13012,12143,"ST","FO2"
1991,26499,12101,"ST","BIT"
1991,13594,13542,"GT","FO2"
1991,13887,13229,"ST","FO2"
1991,2011,12,"ST","FO6"
1991,20875,6076,"ST","BIT"
1991,17555,10214,"GT","FO2"
1991,11757,10497,"ST","FO2"
1991,17112,11314,"ST","FO6"
1991,2011,12,"ST","BIT"
1991,7045,3386,"ST","FO6"
1991,11924,8785,"ST","NG"
1991,8724,8606,"GT","FO2"
1991,14035,11606,"GT","FO6"
1991,2011,12,"CW","NG"
1991,8869,6720,"IC","FO2"
1991,5760,3141,"IC","NG"
1991,2011,12,"ST","FO6"
1991,10195,7315,"ST","NG"
1991,10953,7956,"IC","FO2"
1991,2011,12,"CT","FO2"
1991,17961,6866,"CT","NG"
1991,8416,11464,"ST","FO2"
1991,11565,1999,"ST","FO6"
1991,8388,13439,"ST","BIT"
1991,13673,9772,"ST","NG"
1991,10331,5293,"GT","FO2"
1991,14586,12420,"GT","NG"
1991,6266,5707,"ST","FO6"
1991,15690,8411,"ST","NG"
1991,2906,1739,"GT","FO2"
1991,12500,7781,"GT","NG"
1991,19279,9946,"IC","FO2"
1991,17212,9224,"IC","NG"
1991,5129,2401,"ST","FO6"
1991,15744,9297,"ST","NG"
1991,3646,3857,"ST","FO6"
1991,12515,14209,"ST","NG"
1991,6706,7562,"GT","FO2"
1991,14603,7619,"ST","FO6"
1991,15426,10549,"ST","NG"
1991,15257,9058,"GT","FO2"
1991,14826,9240,"ST","FO2"
1991,28210,10810,"ST","BIT"
1991,5600,1730,"ST","FO6"
1991,14913,10284,"GT","FO2"
1991,6529,8149,"ST","FO6"
1991,20796,13144,"IC","FO2"
1991,20842,10388,"IC","FO2"
1991,11172,9672,"IC","FO2"
1991,8046,3081,"IC","FO2"
1991,13984,11698,"IC","FO2"
1991,10395,8300,"IC","NG"
1991,8767,12,"CW","NG"
1991,2011,12,"CT","FO2"
1991,9659,4682,"CT","NG"
1991,5738,4862,"ST","FO6"
1991,11493,9377,"ST","NG"
1991,12426,11850,"IC","FO2"
1991,329,12,"GT","FO2"
1991,2011,12,"CW","FO2"
1991,2011,12,"CW","NG"
1991,9074,6525,"CT","FO2"
1991,11444,7757,"CT","NG"
1991,12815,11103,"ST","FO6"
1991,15967,9006,"ST","NG"
1991,12544,9333,"GT","FO2"
1991,9371,11982,"GT","NG"
1991,15492,9042,"ST","FO6"
1991,11154,16922,"ST","BIT"
1991,15769,12087,"ST","NG"
1991,14822,12634,"IC","FO2"
1991,16435,9304,"GT","FO2"
1991,14224,9936,"IC","FO2"
1991,21474,8949,"IC","FO2"
1991,23697,16405,"IC","NG"
1991,23189,7517,"ST","FO2"
1991,12369,10699,"ST","FO6"
1991,18016,10503,"ST","NG"
1991,10469,5231,"GT","FO2"
1991,19159,14719,"GT","NG"
1991,5710,4891,"ST","FO2"
1991,16411,9269,"ST","FO6"
1991,14940,6382,"ST","BIT"
1991,19179,17635,"IC","FO2"
1991,16241,11763,"IC","NG"
1991,20194,5239,"IC","FO2"
1991,16939,16043,"IC","NG"
1991,9674,4921,"ST","FO6"
1991,16547,10133,"ST","NG"
1991,4510,12,"GT","FO2"
1991,12156,13260,"GT","NG"
1991,9785,4993,"ST","FO6"
1991,5290,2944,"ST","NG"
1991,4699,1512,"GT","FO2"
1991,5792,7064,"GT","NG"
1991,14395,12,"HY","WAT"
1991,4315,2392,"ST","FO2"
1991,6825,5896,"ST","FO6"
1991,13288,7812,"ST","NG"
1991,1571,2917,"IC","FO2"
1991,4162,1321,"IC","FO2"
1991,10143,12,"HY","WAT"
1991,6131,5972,"GT","FO2"
1991,13454,10643,"IC","FO2"
1991,13670,12587,"ST","FO2"
1991,25674,9702,"ST","BIT"
1991,16415,13540,"ST","FO2"
1991,12250,7193,"ST","BIT"
1991,13307,10095,"ST","FO2"
1991,18372,8997,"ST","BIT"
1991,12429,12,"HY","WAT"
1991,19758,12,"HY","WAT"
1991,19416,13633,"ST","FO2"
1991,14242,7094,"ST","BIT"
1991,18453,7788,"ST","FO2"
1991,22932,9279,"ST","BIT"
1991,2011,12,"GT","FO2"
1991,4347,13828,"GT","NG"
1991,3540,9141,"ST","FO2"
1991,13116,6861,"ST","BIT"
1991,5822,10297,"ST","FO2"
1991,14924,10531,"ST","BIT"
1991,21458,7911,"ST","FO2"
1991,25902,11847,"ST","BIT"
1991,16834,12,"HY","WAT"
1991,2011,12,"ST","FO2"
1991,8550,17387,"ST","BIT"
1991,22904,15519,"ST","NG"
1991,3751,2710,"GT","FO2"
1991,8910,6581,"GT","NG"
1991,6026,6282,"GT","NG"
1991,12136,12097,"ST","FO2"
1991,22853,8148,"ST","BIT"
1991,21158,13830,"ST","NG"
1991,11856,7276,"GT","NG"
1991,5782,4440,"GT","NG"
1991,14556,7975,"ST","FO2"
1991,14066,3505,"ST","BIT"
1991,14281,8235,"ST","BIT"
1991,2011,2078,"IC","FO2"
1991,14273,12810,"ST","FO2"
1991,9620,18276,"ST","BIT"
1991,13610,12,"HY","WAT"
1991,21284,12,"HY","WAT"
1991,18498,12,"HY","WAT"
1991,12954,12,"HY","WAT"
1991,26038,12,"HY","WAT"
1991,13879,9042,"ST","FO2"
1991,13328,14977,"ST","BIT"
1991,12667,8695,"ST","FO2"
1991,19605,5633,"ST","BIT"
1991,307,12,"ST","FO2"
1991,2011,12,"ST","BIT"
1991,7525,5437,"GT","FO2"
1991,2011,12,"ST","FO2"
1991,12961,6428,"ST","BIT"
1991,15139,9988,"ST","NG"
1991,14554,13108,"ST","FO2"
1991,9152,16942,"ST","BIT"
1991,18685,12161,"ST","FO2"
1991,12504,5048,"ST","BIT"
1991,18198,11415,"ST","FO2"
1991,14330,5515,"ST","BIT"
1991,15568,8909,"ST","FO2"
1991,19311,6745,"ST","BIT"
1991,10547,6802,"ST","FO2"
1991,8972,16784,"ST","BIT"
1991,16518,11493,"ST","FO2"
1991,17100,5119,"ST","BIT"
1991,22661,12,"HY","WAT"
1991,8000,12,"HY","WAT"
1991,23874,12,"ST","UR"
1991,27567,12,"ST","UR"
1991,20876,12,"HY","WAT"
1991,8722,12,"HY","WAT"
1991,17691,12,"HY","WAT"
1991,25890,12,"HY","WAT"
1991,18371,12,"HY","WAT"
1991,24600,12,"HY","WAT"
1991,19836,12,"HY","WAT"
1991,14061,12,"HY","WAT"
1991,14273,12,"HY","WAT"
1991,22983,12,"HY","WAT"
1991,19274,12,"HY","WAT"
1991,22334,12,"HY","WAT"
1991,18483,12,"HY","WAT"
1991,11087,12,"HY","WAT"
1991,14959,12,"HY","WAT"
1991,13634,12,"HY","WAT"
1991,10983,12,"HY","WAT"
1991,16556,12,"HY","WAT"
1991,21417,12,"HY","WAT"
1991,11449,12,"HY","WAT"
1991,20768,10694,"ST","FO2"
1991,14417,6344,"ST","BIT"
1991,2011,12,"ST","NG"
1991,12781,9702,"GT","FO2"
1991,9259,7364,"GT","NG"
1991,11867,10024,"ST","FO2"
1991,20344,4952,"ST","BIT"
1991,18055,11089,"ST","FO2"
1991,14474,14583,"ST","BIT"
1991,18094,10089,"ST","FO2"
1991,22670,6953,"ST","BIT"
1991,6298,6087,"GT","FO2"
1991,20476,6146,"ST","FO2"
1991,17892,6802,"ST","BIT"
1991,10208,10096,"GT","FO2"
1991,22733,4342,"ST","FO2"
1991,27305,10101,"ST","BIT"
1991,20235,11427,"ST","FO2"
1991,17897,4881,"ST","BIT"
1991,881,12,"ST","BIT"
1991,948,9687,"HY","WAT"
1991,16316,12,"HY","WAT"
1991,19034,12,"HY","WAT"
1991,16334,12,"HY","WAT"
1991,18853,12,"HY","WAT"
1991,11474,12,"HY","WAT"
1991,18036,12,"HY","WAT"
1991,16655,12,"HY","WAT"
1991,18706,12,"ST","UR"
1991,18605,12,"HY","WAT"
1991,23339,12,"ST","UR"
1991,10824,12,"HY","WAT"
1991,14827,12,"HY","WAT"
1991,14083,12,"HY","WAT"
1991,16653,12,"HY","WAT"
1991,15450,12,"HY","WAT"
1991,14179,12,"HY","WAT"
1991,18469,12,"HY","WAT"
1991,18691,12,"HY","WAT"
1991,9899,12,"HY","WAT"
1991,10261,12,"HY","WAT"
1991,12560,12,"HY","WAT"
1991,12536,8462,"ST","FO2"
1991,24374,8578,"ST","BIT"
1991,14443,9858,"ST","NG"
1991,5107,3650,"ST","FO2"
1991,3886,2144,"ST","NG"
1991,9880,9109,"ST","FO2"
1991,11169,5820,"ST","BIT"
1991,11991,8066,"ST","NG"
1991,17390,6221,"ST","FO2"
1991,26496,9999,"ST","BIT"
1991,20516,11742,"ST","FO2"
1991,14751,4626,"ST","BIT"
1991,14436,7358,"ST","FO2"
1991,15212,10447,"ST","BIT"
1991,9489,11258,"GT","FO2"
1991,5896,3508,"ST","FO2"
1991,12104,13273,"ST","BIT"
1991,13348,7803,"ST","NG"
1991,14461,12,"HY","WAT"
1991,16957,12,"HY","WAT"
1991,15144,12,"HY","WAT"
1991,674,12,"ST","UR"
1991,13115,12,"ST","UR"
1991,431,12,"ST","UR"
1991,24958,12,"HY","WAT"
1991,18520,12,"HY","WAT"
1991,11830,12,"HY","WAT"
1991,11681,11588,"ST","FO2"
1991,22781,7952,"ST","BIT"
1991,9817,9218,"GT","FO2"
1991,11753,10064,"GT","NG"
1991,10664,9363,"ST","FO2"
1991,21004,8493,"ST","BIT"
1991,17027,12,"HY","WAT"
1991,9546,12,"HY","WAT"
1991,5202,1835,"ST","BIT"
1991,8297,8963,"ST","NG"
1991,12339,8848,"ST","BIT"
1991,2011,12,"GT","FO2"
1991,8526,3142,"GT","NG"
1991,2011,12,"ST","FO2"
1991,2011,12,"ST","FO6"
1991,4698,3856,"ST","NG"
1991,21111,3246,"GT","NG"
1991,2011,12,"ST","FO2"
1991,2011,12,"ST","FO6"
1991,6200,11035,"ST","NG"
1991,6087,987,"GT","FO2"
1991,9429,12497,"GT","NG"
1991,3233,1321,"ST","FO2"
1991,15735,5439,"ST","BIT"
1991,11769,9314,"ST","NG"
1991,3835,3128,"GT","FO2"
1991,2923,2859,"GT","NG"
1991,19111,10096,"ST","FO2"
1991,14747,7872,"ST","BIT"
1991,742,12,"ST","FO2"
1991,2011,12,"ST","FO6"
1991,12314,10106,"ST","NG"
1991,1743,24,"ST","FO2"
1991,2011,12,"ST","FO6"
1991,1666,11542,"ST","FO2"
1991,2011,12,"ST","FO6"
1991,22703,16440,"ST","NG"
1991,2011,12,"GT","FO2"
1991,5663,9165,"ST","FO2"
1991,8957,3544,"ST","FO6"
1991,13663,9170,"ST","NG"
1991,3572,5889,"ST","FO2"
1991,6840,3478,"ST","FO6"
1991,7535,4250,"ST","NG"
1991,27200,12,"ST","UR"
1991,2011,12,"ST","FO6"
1991,2011,12,"ST","NG"
1991,2011,12,"ST","FO6"
1991,2011,12,"ST","NG"
1991,2011,12,"GT","FO2"
1991,4492,5668,"GT","NG"
1991,2011,12,"CT","FO2"
1991,6197,5339,"CT","NG"
1991,2011,12,"ST","FO6"
1991,2011,12,"ST","BIT"
1991,6676,8379,"ST","NG"
1991,2011,12,"GT","FO2"
1991,2102,745,"GT","NG"
1991,2011,12,"ST","FO2"
1991,2011,12,"ST","FO6"
1991,2011,12,"ST","BIT"
1991,4924,4919,"ST","NG"
1991,9333,5509,"GT","NG"
1991,3429,1622,"ST","FO6"
1991,21556,14505,"ST","NG"
1991,4291,3111,"GT","FO2"
1991,20961,12641,"ST","FO2"
1991,13724,15636,"ST","BIT"
1991,22537,12,"ST","UR"
1991,8721,6935,"GT","FO2"
1991,20792,12,"ST","UR"
1991,19712,12,"HY","WAT"
1991,21963,12,"HY","WAT"
1991,2011,12,"ST","FO2"
1991,2011,12,"ST","FO6"
1991,500,12,"ST","NG"
1991,2011,12,"IC","FO2"
1991,2011,12,"ST","FO2"
1991,1900,12,"ST","FO6"
1991,712,12,"ST","NG"
1991,2011,12,"ST","FO6"
1991,15248,11210,"ST","NG"
1991,4116,116,"ST","FO6"
1991,10683,7504,"ST","NG"
1991,2011,12,"GT","FO2"
1991,2011,12,"GT","NG"
1991,2450,798,"ST","FO6"
1991,8848,6274,"ST","NG"
1991,2011,12,"GT","FO2"
1991,2011,12,"GT","NG"
1991,13031,12905,"ST","FO2"
1991,24467,14084,"ST","BIT"
1991,11766,13765,"ST","FO2"
1991,25082,12620,"ST","BIT"
1991,16331,12959,"ST","FO2"
1991,11626,6934,"ST","BIT"
1991,13343,12,"HY","WAT"
1991,7435,5050,"IC","FO2"
1991,2011,12,"IC","NG"
1991,14437,12,"HY","WAT"
1991,18936,12,"HY","WAT"
1991,19876,12,"HY","WAT"
1991,15444,12,"HY","WAT"
1991,15060,12,"HY","WAT"
1991,21443,12,"HY","WAT"
1991,13835,3378,"HY","WAT"
1991,18657,12,"HY","WAT"
1991,15665,12,"HY","WAT"
1991,17600,12,"HY","WAT"
1991,22646,12,"ST","UR"
1991,24146,9763,"ST","NG"
1991,21576,17035,"GT","NG"
1991,18452,6768,"ST","FO2"
1991,2011,12,"ST","FO6"
1991,15867,7802,"ST","BIT"
1991,12675,8919,"ST","NG"
1991,2824,1097,"ST","FO2"
1991,2011,12,"ST","FO6"
1991,15659,9083,"ST","NG"
1991,2011,12,"ST","FO2"
1991,16119,11515,"ST","NG"
1991,2011,12,"ST","FO2"
1991,2011,12,"ST","FO6"
1991,10004,5873,"ST","NG"
1991,2011,12,"ST","FO6"
1991,13582,3921,"ST","BIT"
1991,11977,6707,"ST","NG"
1991,11275,4552,"GT","NG"
1991,17062,9122,"ST","LIG"
1991,15109,8725,"ST","NG"
1991,2011,12,"GT","FO2"
1991,9095,4478,"GT","NG"
1991,6644,3382,"ST","FO2"
1991,12978,8986,"ST","NG"
1991,23438,12,"ST","UR"
1991,4225,1771,"ST","FO2"
1991,2721,82,"ST","FO6"
1991,20029,14007,"ST","NG"
1991,2011,12,"ST","FO2"
1991,2011,12,"ST","FO6"
1991,1265,12,"ST","NG"
1991,5555,3480,"CW","FO2"
1991,11765,7458,"CW","NG"
1991,2011,12,"CT","FO2"
1991,8174,6064,"ST","FO6"
1991,8621,5894,"ST","NG"
1991,2011,12,"GT","NG"
1991,9089,7922,"GT","FO2"
1991,5247,2880,"ST","FO6"
1991,15212,11124,"ST","NG"
1991,13429,6604,"ST","NG"
1991,2011,12,"ST","FO6"
1991,12898,8832,"ST","NG"
1991,2011,12,"ST","FO2"
1991,5403,3097,"ST","NG"
1991,15186,5026,"ST","NG"
1991,4939,2290,"IC","FO2"
1991,2011,12,"IC","NG"
1991,2011,12,"ST","FO2"
1991,2011,12,"ST","FO6"
1991,14082,11399,"ST","NG"
1991,8445,7263,"ST","NG"
1991,2011,12,"ST","FO2"
1991,3957,2698,"ST","NG"
1991,2787,3100,"IC","FO2"
1991,5374,5722,"IC","NG"
1991,17314,14397,"ST","NG"
1991,5891,4198,"IC","FO2"
1991,2478,3465,"IC","NG"
1991,6685,5016,"ST","NG"
1991,2011,12,"ST","FO2"
1991,7960,3858,"ST","NG"
1991,2011,12,"ST","FO2"
1991,16867,12296,"ST","NG"
1991,12305,12701,"ST","FO2"
1991,25196,13148,"ST","BIT"
1991,5606,935,"GT","NG"
1991,2011,12,"ST","FO2"
1991,15312,15063,"ST","FO6"
1991,16763,11227,"ST","NG"
1991,21794,11909,"CW","NG"
1991,9719,7027,"CT","NG"
1991,6433,3641,"ST","FO2"
1991,21728,16490,"ST","NG"
1991,17767,13213,"GT","NG"
1991,4084,808,"ST","FO6"
1991,24693,12182,"ST","BIT"
1991,20362,14346,"ST","NG"
1991,2011,12,"ST","FO2"
1991,4660,2690,"ST","FO6"
1991,16295,10882,"ST","NG"
1991,8945,7254,"GT","NG"
1991,2021,24,"GT","FO2"
1991,11766,11288,"GT","NG"
1991,21973,11009,"ST","FO2"
1991,19746,8360,"ST","BIT"
1991,12696,8491,"GT","NG"
1991,19886,12,"CW","NG"
1991,28175,7374,"CT","NG"
1991,2011,12,"ST","FO2"
1991,21468,9936,"ST","BIT"
1991,15572,11017,"ST","NG"
1991,11922,10072,"IC","FO2"
1991,2011,12,"ST","FO2"
1991,18840,11537,"ST","NG"
1991,8162,7480,"IC","FO2"
1991,7790,8206,"IC","FO2"
1991,11884,5106,"IC","FO2"
1991,2011,12,"GT","FO2"
1991,7258,5110,"GT","NG"
1991,14337,9469,"ST","NG"
1991,7998,4967,"IC","FO2"
1991,13865,10153,"IC","FO2"
1991,13604,9997,"IC","NG"
1991,10994,6897,"IC","FO2"
1991,2011,12,"IC","NG"
1991,3727,821,"IC","FO2"
1991,3841,285,"IC","NG"
1991,13172,12820,"IC","FO2"
1991,9124,6887,"IC","NG"
1991,10681,10548,"IC","FO2"
1991,10862,6771,"IC","NG"
1991,7523,1363,"ST","NG"
1991,2011,12,"ST","FO2"
1991,2011,12,"ST","NG"
1991,18857,12,"HY","WAT"
1991,15437,12,"HY","WAT"
1991,18135,12,"HY","WAT"
1991,15508,12,"HY","WAT"
1991,12055,12,"HY","WAT"
1991,16249,12,"HY","WAT"
1991,17478,12,"HY","WAT"
1991,2011,12,"ST","FO2"
1991,4715,2420,"ST","NG"
1991,12389,9353,"CT","FO2"
1991,8665,3953,"CT","NG"
1991,4269,362,"ST","FO2"
1991,16762,11444,"ST","NG"
1991,13112,8245,"ST","FO2"
1991,11928,4194,"ST","BIT"
1991,17335,12,"HY","WAT"
1991,19407,12,"HY","WAT"
1991,919,8796,"HY","WAT"
1991,4786,4338,"ST","FO2"
1991,21095,10161,"ST","BIT"
1991,18087,11990,"ST","NG"
1991,21937,12,"HY","WAT"
1991,9082,6244,"ST","FO2"
1991,21909,15541,"ST","NG"
1991,2278,730,"ST","FO2"
1991,13879,9861,"ST","NG"
1991,17096,8843,"ST","FO2"
1991,23769,17173,"ST","NG"
1991,15344,13393,"ST","FO2"
1991,10728,6715,"ST","NG"
1991,17585,14017,"ST","FO2"
1991,10766,6170,"ST","NG"
1991,7911,5922,"ST","FO2"
1991,23520,16488,"ST","NG"
1991,3471,2240,"GT","FO2"
1991,13777,7680,"GT","NG"
1991,5403,4214,"ST","FO2"
1991,20537,15160,"ST","NG"
1991,2011,12,"ST","FO2"
1991,7660,8179,"ST","FO2"
1991,10261,10592,"ST","FO6"
1991,12224,7788,"ST","NG"
1991,15157,10647,"ST","FO2"
1991,17726,4600,"ST","BIT"
1991,2011,12,"ST","FO6"
1991,23588,16416,"ST","NG"
1991,2011,12,"CW","FO2"
1991,2582,864,"CW","FO6"
1991,2011,12,"CW","NG"
1991,2011,12,"CT","FO2"
1991,2011,12,"CT","FO6"
1991,21275,14830,"CT","NG"
1991,2011,12,"ST","FO2"
1991,2011,12,"GT","FO2"
1991,9914,11054,"GT","NG"
1991,2011,12,"ST","FO2"
1991,12371,7878,"ST","NG"
1991,12595,7166,"ST","FO2"
1991,3795,14,"ST","FO6"
1991,27441,18815,"ST","NG"
1991,18312,12,"HY","WAT"
1991,21297,12,"ST","UR"
1991,21412,12,"ST","UR"
1991,12630,7649,"ST","FO6"
1991,22635,17226,"ST","NG"
1991,4600,3003,"ST","FO6"
1991,19905,12765,"ST","NG"
1991,14911,13047,"GT","NG"
1991,8911,6076,"ST","NG"
1991,6570,772,"ST","FO6"
1991,9823,7342,"ST","NG"
1991,11138,7829,"GT","FO2"
1991,19958,9762,"GT","NG"
1991,17103,7175,"GT","NG"
1991,3877,774,"ST","FO6"
1991,18592,13777,"ST","NG"
1991,13298,12464,"GT","FO2"
1991,12276,8572,"GT","NG"
1991,14519,12,"CW","NG"
1991,20927,15241,"CT","NG"
1991,2011,12,"ST","FO2"
1991,9015,18892,"ST","BIT"
1991,17369,11502,"ST","NG"
1991,4139,9483,"GT","NG"
1991,6548,2971,"ST","FO6"
1991,23285,16225,"ST","NG"
1991,6460,8334,"GT","NG"
1991,8315,5524,"ST","NG"
1991,3210,10135,"GT","NG"
1991,10303,8633,"ST","FO2"
1991,27796,17284,"ST","LIG"
1991,12502,8359,"ST","NG"
1991,2011,12,"ST","FO2"
1991,2011,12,"ST","FO6"
1991,7463,4600,"ST","NG"
1991,2011,12,"ST","FO2"
1991,12235,8355,"ST","NG"
1991,2011,12,"ST","FO6"
1991,10873,2590,"ST","NG"
1991,11208,8712,"ST","FO2"
1991,25785,13765,"ST","BIT"
1991,2011,12,"ST","FO2"
1991,16608,9494,"ST","LIG"
1991,14495,9796,"ST","NG"
1991,2011,12,"ST","FO2"
1991,9459,6043,"ST","NG"
1991,2697,2007,"ST","FO6"
1991,13285,8906,"ST","NG"
1991,6818,3379,"ST","FO2"
1991,17249,9712,"ST","NG"
1991,24011,11491,"ST","BIT"
1991,18114,12321,"ST","NG"
1991,23051,10495,"ST","BIT"
1991,19937,13261,"ST","NG"
1991,8655,7280,"ST","LIG"
1991,11606,10129,"ST","NG"
1991,20923,12,"ST","UR"
1991,4845,1167,"ST","FO6"
1991,14306,10316,"ST","NG"
1991,2011,12,"ST","FO2"
1991,2011,12,"ST","FO6"
1991,13574,9059,"ST","NG"
1991,9588,4805,"ST","FO6"
1991,12806,9141,"ST","NG"
1991,4548,3257,"ST","FO2"
1991,2011,12,"ST","FO6"
1991,15769,9117,"ST","NG"
1991,3847,2578,"ST","FO6"
1991,11897,11697,"ST","NG"
1991,2521,890,"ST","FO6"
1991,16085,8798,"ST","NG"
1991,2314,573,"ST","FO6"
1991,10382,5913,"ST","NG"
1991,9352,722,"ST","FO6"
1991,12114,8144,"ST","NG"
1991,2011,12,"IC","FO2"
1991,7616,3170,"GT","FO2"
1991,16332,10655,"GT","NG"
1991,5234,4022,"ST","FO2"
1991,13036,9765,"ST","NG"
1991,2011,12,"ST","FO6"
1991,3767,983,"ST","NG"
1991,2362,683,"ST","FO6"
1991,12861,8517,"ST","NG"
1991,2120,510,"GT","FO2"
1991,17355,14962,"GT","NG"
1991,7312,1589,"ST","FO6"
1991,13735,10383,"ST","NG"
1991,3600,1733,"ST","FO2"
1991,17269,9908,"ST","NG"
1991,5696,10021,"IC","FO2"
1991,2686,1110,"ST","FO6"
1991,1528,4479,"ST","NG"
1991,2446,744,"ST","FO6"
1991,12328,8640,"ST","NG"
1991,3314,6143,"IC","FO2"
1991,2011,12,"ST","FO6"
