"overnight_category","year","fuel_general","marginal.cost"
"steam turbine",2093,"oil",NA
"steam turbine",2094,"oil",NA
"steam turbine",2095,"oil",NA
"steam turbine",2096,"oil",NA
"steam turbine",2097,"oil",NA
"steam turbine",2098,"oil",NA
"steam turbine",2099,"oil",NA
"steam turbine",2100,"oil",NA
"wind",1990,"wind",NA
"wind",1991,"wind",NA
"wind",1992,"wind",NA
"wind",1993,"wind",NA
"wind",1994,"wind",NA
"wind",1995,"wind",NA
"wind",1996,"wind",NA
"wind",1997,"wind",NA
"wind",1998,"wind",NA
"wind",1999,"wind",NA
"wind",2000,"wind",NA
"wind",2001,"wind",NA
"wind",2002,"wind",NA
"wind",2003,"wind",NA
"wind",2004,"wind",NA
"wind",2005,"wind",NA
"wind",2006,"wind",NA
"wind",2007,"wind",NA
"wind",2008,"wind",NA
"wind",2009,"wind",NA
"wind",2010,"wind",NA
"wind",2011,"wind",NA
"wind",2012,"wind",NA
"wind",2013,"wind",NA
"wind",2014,"wind",NA
"wind",2015,"wind",NA
"wind",2016,"wind",NA
"wind",2017,"wind",NA
"wind",2018,"wind",NA
"wind",2019,"wind",NA
"wind",2020,"wind",NA
"wind",2021,"wind",NA
"wind",2022,"wind",NA
"wind",2023,"wind",NA
"wind",2024,"wind",NA
"wind",2025,"wind",NA
"wind",2026,"wind",NA
"wind",2027,"wind",NA
"wind",2028,"wind",NA
"wind",2029,"wind",NA
"wind",2030,"wind",NA
"wind",2031,"wind",NA
"wind",2032,"wind",NA
"wind",2033,"wind",NA
"wind",2034,"wind",NA
"wind",2035,"wind",NA
"wind",2036,"wind",NA
"wind",2037,"wind",NA
"wind",2038,"wind",NA
"wind",2039,"wind",NA
"wind",2040,"wind",NA
"wind",2041,"wind",NA
"wind",2042,"wind",NA
"wind",2043,"wind",NA
"wind",2044,"wind",NA
"wind",2045,"wind",NA
"wind",2046,"wind",NA
"wind",2047,"wind",NA
"wind",2048,"wind",NA
"wind",2049,"wind",NA
"wind",2050,"wind",NA
"wind",2051,"wind",NA
"wind",2052,"wind",NA
"wind",2053,"wind",NA
"wind",2054,"wind",NA
"wind",2055,"wind",NA
"wind",2056,"wind",NA
"wind",2057,"wind",NA
"wind",2058,"wind",NA
"wind",2059,"wind",NA
"wind",2060,"wind",NA
"wind",2061,"wind",NA
"wind",2062,"wind",NA
"wind",2063,"wind",NA
"wind",2064,"wind",NA
"wind",2065,"wind",NA
"wind",2066,"wind",NA
"wind",2067,"wind",NA
"wind",2068,"wind",NA
"wind",2069,"wind",NA
"wind",2070,"wind",NA
"wind",2071,"wind",NA
"wind",2072,"wind",NA
"wind",2073,"wind",NA
"wind",2074,"wind",NA
"wind",2075,"wind",NA
"wind",2076,"wind",NA
"wind",2077,"wind",NA
"wind",2078,"wind",NA
"wind",2079,"wind",NA
"wind",2080,"wind",NA
"wind",2081,"wind",NA
"wind",2082,"wind",NA
"wind",2083,"wind",NA
"wind",2084,"wind",NA
"wind",2085,"wind",NA
"wind",2086,"wind",NA
"wind",2087,"wind",NA
"wind",2088,"wind",NA
"wind",2089,"wind",NA
"wind",2090,"wind",NA
"wind",2091,"wind",NA
"wind",2092,"wind",NA
"wind",2093,"wind",NA
"wind",2094,"wind",NA
"wind",2095,"wind",NA
"wind",2096,"wind",NA
"wind",2097,"wind",NA
"wind",2098,"wind",NA
"wind",2099,"wind",NA
"wind",2100,"wind",NA
